S.No,Name,URL,Exchange Code,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
2940.,Delta Manufact.,https://www.screener.in/company/DELTAMAGNT/consolidated/,DELTAMAGNT,99.01,,107.44,0.00,-2.91,-15.94,20.52,-2.66,-7.93
2941.,Everest Organics,https://www.screener.in/company/524790/,524790,134.20,,107.36,0.00,-6.09,-15325.00,32.45,-23.95,6.03
2942.,Aarvee Denims,https://www.screener.in/company/AARVEEDEN/,AARVEEDEN,45.75,,107.33,0.00,22.58,221.46,13.53,30.47,-10.00
2943.,Moksh Ornaments,https://www.screener.in/company/MOKSH/,MOKSH,19.89,15.33,106.73,0.00,2.24,46.41,136.82,3.57,14.86
2944.,Hisar Met.Inds.,https://www.screener.in/company/HISARMETAL/,HISARMETAL,197.52,19.22,106.66,0.51,0.86,-51.69,63.58,2.24,11.18
2945.,Shri Krishna,https://www.screener.in/company/531080/,531080,38.03,24.42,106.48,0.00,1.30,-6.47,6.67,2.30,7.33
2946.,Deepak,https://www.screener.in/company/544036/,544036,97.95,16.05,106.41,0.00,3.48,,28.53,,29.44
2947.,Aspire & Innovat,https://www.screener.in/company/ASPIRE/,ASPIRE,70.05,11.49,106.32,0.00,5.38,,207.41,,36.37
2948.,Olatech Solution,https://www.screener.in/company/543578/,543578,245.00,35.12,106.06,0.00,1.74,,8.59,,68.21
2949.,Creative Casting,https://www.screener.in/company/539527/,539527,815.00,21.40,105.95,1.23,0.95,-10.38,13.84,18.29,17.76
2950.,Kesar Terminals,https://www.screener.in/company/533289/consolidated/,533289,96.95,,105.93,0.00,-8.58,-93.68,8.13,5.58,-23.00
2951.,HEC Infra Proj.,https://www.screener.in/company/HECPROJECT/,HECPROJECT,104.39,19.17,105.83,0.00,0.84,320.00,18.02,35.90,8.39
2952.,BLB,https://www.screener.in/company/BLBLIMITED/,BLBLIMITED,20.00,11.70,105.73,0.00,8.69,284.51,236.05,498.35,6.70
2953.,Simbhaoli Sugar,https://www.screener.in/company/SIMBHALS/consolidated/,SIMBHALS,25.60,,105.67,0.00,-14.74,-28.13,279.49,4.19,2.38
2954.,Hindustan Hardy,https://www.screener.in/company/505893/,505893,703.70,26.06,105.56,0.36,0.79,-50.93,16.53,0.79,27.57
2955.,HB Stockholdings,https://www.screener.in/company/HBSL/consolidated/,HBSL,147.89,3.08,105.56,1.01,6.45,-33.91,10.02,-3.47,48.35
2956.,T & I Global,https://www.screener.in/company/522294/,522294,208.15,14.88,105.48,0.00,0.57,-83.28,15.76,-75.66,17.82
2957.,BLS Infotech,https://www.screener.in/company/531175/,531175,2.41,5274.00,105.48,0.00,0.01,,0.00,,0.02
2958.,Synoptics Techno,https://www.screener.in/company/SYNOPTICS/consolidated/,SYNOPTICS,124.00,17.50,105.15,0.00,2.87,,17.14,,15.42
2959.,Meera Industries,https://www.screener.in/company/540519/,540519,98.40,46.29,105.08,0.51,0.90,900.00,9.91,61.14,6.37
2960.,Silkflex,https://www.screener.in/company/SILKFLEX/,SILKFLEX,90.00,26.58,104.46,0.00,2.17,,35.84,,27.05
2961.,Unique Organics,https://www.screener.in/company/530997/,530997,175.00,13.02,104.13,0.00,3.66,82.09,31.10,-52.89,38.07
2962.,Titan Intech,https://www.screener.in/company/521005/,521005,41.98,19.67,104.03,0.00,0.45,-42.31,4.82,-36.91,20.55
2963.,Shilp Gravures,https://www.screener.in/company/513709/,513709,169.15,9.21,104.03,1.24,3.82,2.69,20.84,12.41,7.56
2964.,Virya Resources,https://www.screener.in/company/512479/,512479,693.00,,103.95,0.00,-0.06,-500.00,0.00,,-2.62
2965.,Astal Lab,https://www.screener.in/company/512600/,512600,105.55,37.46,103.76,0.00,1.69,16800.00,13.15,866.91,7.63
2966.,Pulsar Intl.,https://www.screener.in/company/512591/,512591,14.53,32.82,103.71,0.00,0.74,669.23,6.18,,49.36
2967.,Chart.Logistics,https://www.screener.in/company/531977/,531977,10.42,47.26,103.51,0.00,1.30,690.91,22.08,17.01,4.43
2968.,AD Manum Finance,https://www.screener.in/company/511359/,511359,137.93,11.95,103.45,0.00,1.77,115.85,2.80,54.70,15.67
2969.,Ahasolar Technol,https://www.screener.in/company/543941/,543941,335.00,2581.50,103.26,0.00,0.81,,29.16,,0.61
2970.,Prit Nandy Comm.,https://www.screener.in/company/PNC/consolidated/,PNC,71.35,32.57,103.24,0.00,0.37,197.37,19.05,330.02,3.33
2971.,Aditya Consumer,https://www.screener.in/company/540146/,540146,70.49,85.96,103.15,0.00,-3.23,-59.48,47.01,1.30,5.49
2972.,Adtech Systems,https://www.screener.in/company/544185/,544185,86.50,27.48,103.05,1.16,0.44,131.82,9.97,-15.65,10.68
2973.,Mangalam Alloys,https://www.screener.in/company/MAL/,MAL,41.65,8.96,102.82,0.00,5.46,,164.09,,10.75
2974.,Anjani Foods,https://www.screener.in/company/511153/,511153,36.74,67.11,102.68,0.00,0.30,50.00,11.69,12.19,12.58
2975.,HOV Services,https://www.screener.in/company/HOVS/consolidated/,HOVS,81.48,34.90,102.62,0.00,0.78,59.18,5.57,56.02,15.78
2976.,Jhandewala Foods,https://www.screener.in/company/540850/,540850,99.95,17.90,102.55,0.00,22.66,-44.76,16.14,-66.88,78.22
2977.,HRH Next,https://www.screener.in/company/HRHNEXT/,HRHNEXT,111.35,57.58,102.50,0.00,0.33,,23.98,,16.66
2978.,Sati Poly,https://www.screener.in/company/SATIPOLY/,SATIPOLY,207.00,32.30,102.40,0.00,1.98,395.00,74.41,110.73,19.73
2979.,Mukesh Babu Fin.,https://www.screener.in/company/530341/consolidated/,530341,146.80,16.65,102.32,0.82,2.89,10.68,5.81,12.82,3.62
2980.,Dhanashree Elect,https://www.screener.in/company/542679/,542679,72.00,27.10,102.17,0.00,0.38,-28.30,14.04,-6.34,12.51
2981.,Pattech Fitwell,https://www.screener.in/company/PATTECH/,PATTECH,131.55,70.87,102.05,0.00,1.01,,18.84,,12.05
2982.,GSM Foils,https://www.screener.in/company/GSMFOILS/,GSMFOILS,79.65,74.48,102.04,0.00,,,,,
2983.,Arabian Petrol.,https://www.screener.in/company/ARABIAN/,ARABIAN,93.55,13.53,101.89,0.00,3.34,,143.74,,22.08
2984.,Tera Software,https://www.screener.in/company/TERASOFT/,TERASOFT,81.43,18.13,101.88,0.00,2.74,216.46,24.85,27.83,7.79
2985.,Astron Paper,https://www.screener.in/company/ASTRON/,ASTRON,21.91,,101.88,0.00,-8.90,-660.68,58.15,-25.81,-0.72
2986.,A K Spintex,https://www.screener.in/company/539300/,539300,201.55,14.47,101.41,0.00,0.49,-78.03,24.26,-19.99,28.05
2987.,Guj. Containers,https://www.screener.in/company/513507/,513507,179.00,10.97,101.14,0.84,2.48,9.25,40.67,27.45,22.66
2988.,Madhav Copper,https://www.screener.in/company/MCL/,MCL,37.25,30.09,101.11,0.00,1.12,210.89,24.49,1600.69,3.62
2989.,Regency Fincorp,https://www.screener.in/company/540175/,540175,23.02,45.00,100.79,0.00,0.54,100.00,3.49,2.65,9.69
2990.,Archit Organosys,https://www.screener.in/company/524640/consolidated/,524640,49.00,251.38,100.55,1.02,1.79,-143.81,30.99,-33.43,3.60
2991.,Kontor Space,https://www.screener.in/company/KONTOR/,KONTOR,162.70,51.56,100.55,0.00,0.99,,6.38,,18.39
2992.,Dutron Polymers,https://www.screener.in/company/517437/,517437,167.05,39.62,100.23,0.90,1.50,6.38,33.76,-6.87,13.21
2993.,Goel Food,https://www.screener.in/company/543538/,543538,53.08,20.01,100.07,0.94,3.40,,13.88,,18.94
2994.,Sellwin Traders,https://www.screener.in/company/538875/,538875,25.14,86.97,100.01,0.00,0.62,82.35,10.77,7.38,5.27
2995.,Filtra Consult.,https://www.screener.in/company/539098/,539098,91.08,28.61,99.86,2.47,1.52,,56.44,,21.11
2996.,Titan Securities,https://www.screener.in/company/530045/consolidated/,530045,39.90,9.71,99.83,0.00,2.82,8.05,1.55,369.70,1.48
2997.,Vidli Restaurant,https://www.screener.in/company/539659/consolidated/,539659,79.00,88.27,99.74,0.38,0.17,-74.14,8.52,23.48,10.07
2998.,Optimus Finance,https://www.screener.in/company/531254/consolidated/,531254,133.45,17.34,99.72,0.00,2.29,52.08,39.69,84.69,16.54
2999.,AVSL Industries,https://www.screener.in/company/AVSL/,AVSL,185.65,40.40,98.97,0.00,1.78,,76.29,,9.01
3000.,Retina Paints,https://www.screener.in/company/543902/,543902,71.00,135.58,98.97,0.00,2.89,,6.50,,7.52
3001.,Auro Impex,https://www.screener.in/company/AUROIMPEX/,AUROIMPEX,81.00,17.01,98.83,0.00,2.45,,110.41,,19.82
3002.,MCON Rasayan,https://www.screener.in/company/MCON/,MCON,156.65,44.28,98.75,0.00,1.16,,24.88,,17.32
3003.,Comrade Applian.,https://www.screener.in/company/543921/,543921,131.00,186.09,98.63,0.00,3.08,,19.05,,9.87
3004.,Ambo Agritec,https://www.screener.in/company/543678/consolidated/,543678,104.50,71.66,98.18,0.00,,,,,
3005.,Picturepost,https://www.screener.in/company/PPSL/,PPSL,33.50,33.62,98.16,0.00,,,,,
3006.,Daikaffil Chem,https://www.screener.in/company/530825/,530825,163.35,,98.01,0.00,-0.30,30.23,0.00,,-17.32
3007.,Cadsys (India),https://www.screener.in/company/CADSYS/consolidated/,CADSYS,130.40,12.38,97.83,0.00,6.61,,107.10,,12.39
3008.,KBS India,https://www.screener.in/company/530357/,530357,9.04,611.38,97.82,0.00,0.06,400.00,0.56,64.71,0.51
3009.,Kanishk Steel,https://www.screener.in/company/513456/,513456,34.34,69.76,97.66,0.00,0.21,-85.11,79.73,-25.94,5.52
3010.,Acknit Indus.,https://www.screener.in/company/530043/,530043,320.30,10.86,97.37,0.47,1.98,26.92,57.23,14.80,11.30
3011.,WOL 3D,https://www.screener.in/company/id/1285000/,id,,19.24,96.78,,,,,,50.21
3012.,Nilachal Refract,https://www.screener.in/company/502294/,502294,47.52,,96.75,0.00,-1.33,-1008.33,0.16,-60.98,-2.21
3013.,Celebrity Fash.,https://www.screener.in/company/CELEBRITY/,CELEBRITY,17.09,,96.65,0.00,-8.56,-578.21,36.24,-62.30,10.82
3014.,Debock Industrie,https://www.screener.in/company/DIL/,DIL,5.93,18.70,96.50,0.00,-0.12,108.62,16.99,-1.34,5.72
3015.,Secmark Consult.,https://www.screener.in/company/SECMARK/,SECMARK,92.61,192.82,96.41,0.00,0.16,105.90,5.83,29.56,-7.74
3016.,Godavari Drugs,https://www.screener.in/company/530317/,530317,127.90,14.95,96.31,0.00,1.63,101.23,32.21,-9.06,12.74
3017.,Elegant Marbles,https://www.screener.in/company/526705/,526705,263.05,21.21,96.28,1.05,1.18,-5.60,6.64,-14.43,5.53
3018.,Quicktouch Tech,https://www.screener.in/company/QUICKTOUCH/,QUICKTOUCH,154.40,14.21,96.19,0.00,1.68,200.00,41.70,266.43,15.28
3019.,Madhucon Project,https://www.screener.in/company/MADHUCON/consolidated/,MADHUCON,13.01,,96.01,0.00,-10.48,51.00,236.40,12.28,-1.65
3020.,LCC Infotech,https://www.screener.in/company/LCCINFOTEC/consolidated/,LCCINFOTEC,7.58,,95.96,0.00,-0.27,27.03,0.01,-85.71,-1.61
3021.,South. Magnesium,https://www.screener.in/company/513498/,513498,319.55,20.71,95.87,0.00,1.78,270.83,5.95,331.16,48.56
3022.,Vasundhara Rasy.,https://www.screener.in/company/538634/,538634,301.50,16.64,95.82,0.66,0.86,-10.42,7.63,-8.40,25.06
3023.,Presstonic,https://www.screener.in/company/PRESSTONIC/,PRESSTONIC,124.25,36.00,95.77,0.00,1.13,,11.94,,18.92
3024.,Alstone Textiles,https://www.screener.in/company/539277/,539277,0.75,15.94,95.61,0.00,2.55,264.29,2.79,-42.47,1.04
3025.,Aimco Pesticides,https://www.screener.in/company/524288/consolidated/,524288,99.00,,94.87,1.01,-1.55,74.12,39.78,-13.37,-18.46
3026.,Tayo Rolls,https://www.screener.in/company/504961/,504961,92.38,,94.78,0.00,-0.77,7.23,0.00,,
3027.,Mefcom Capital,https://www.screener.in/company/531176/consolidated/,531176,20.74,13.92,94.78,0.00,0.92,-53.33,41.96,76.01,41.14
3028.,Acme Resources,https://www.screener.in/company/539391/consolidated/,539391,36.78,82.34,94.69,0.00,0.90,-38.36,1.67,-22.69,2.12
3029.,Porwal Auto Comp,https://www.screener.in/company/532933/,532933,62.50,25.58,94.38,0.00,0.52,-56.67,34.46,-10.77,9.41
3030.,Associated Cera.,https://www.screener.in/company/531168/,531168,314.00,40.32,94.36,0.00,1.17,348.94,8.95,12.02,5.69
3031.,Mishka Exim,https://www.screener.in/company/539220/consolidated/,539220,65.28,294.78,94.33,0.00,0.04,233.33,1.43,1200.00,2.06
3032.,Suraj Industries,https://www.screener.in/company/526211/consolidated/,526211,73.11,37.42,93.92,0.00,0.65,-74.21,13.53,-26.83,7.57
3033.,Baba Food,https://www.screener.in/company/BABAFP/,BABAFP,57.50,15.29,93.88,0.00,2.85,,99.61,,18.23
3034.,United Cotfab,https://www.screener.in/company/544195/,544195,54.60,10.83,93.86,0.00,,,,,
3035.,Nam Securities,https://www.screener.in/company/538395/,538395,174.00,268.06,93.82,0.00,0.27,8.00,29.74,47.59,4.16
3036.,Atal Realtech,https://www.screener.in/company/ATALREAL/,ATALREAL,8.45,44.46,93.81,0.00,0.20,-13.04,3.49,-19.40,10.40
3037.,SVC Industries,https://www.screener.in/company/524488/,524488,5.75,,93.78,0.00,0.57,196.61,0.19,58.33,-0.49
3038.,Ram Info,https://www.screener.in/company/530951/,530951,124.20,16.85,93.68,0.81,0.77,-49.01,7.98,-54.14,22.72
3039.,Dhanalaxmi Roto,https://www.screener.in/company/521216/,521216,240.10,8.78,93.64,0.62,1.04,-58.40,29.68,-41.56,38.40
3040.,Chowgule Steam,https://www.screener.in/company/501833/,501833,25.73,30.83,93.43,0.00,0.51,-42.70,0.92,13.58,10.27
3041.,Sunil Healthcare,https://www.screener.in/company/537253/consolidated/,537253,91.00,,93.32,0.00,-0.69,-7.81,21.50,-4.49,2.98
3042.,Sh. Krish. Infr.,https://www.screener.in/company/542146/,542146,84.60,3102.00,93.06,0.00,0.01,,0.47,6.82,0.35
3043.,Precision Metal.,https://www.screener.in/company/PRECISION/,PRECISION,57.20,13.72,93.00,0.00,4.76,,131.54,,11.83
3044.,Capfin India,https://www.screener.in/company/539198/,539198,322.45,,92.37,0.00,0.01,-66.67,0.06,-50.00,-23.72
3045.,Royal,https://www.screener.in/company/544143/consolidated/,544143,188.30,58.03,92.27,0.00,1.59,,17.80,,
3046.,Makers Labs.,https://www.screener.in/company/506919/consolidated/,506919,156.25,,92.19,0.00,-0.70,84.34,29.59,18.31,-1.53
3047.,Lykis,https://www.screener.in/company/530689/consolidated/,530689,47.48,26.21,91.99,0.00,0.82,-31.09,72.84,-20.48,7.88
3048.,Remi Edelstahl,https://www.screener.in/company/513043/,513043,83.49,38.05,91.69,0.00,0.20,124.10,22.97,8.40,5.53
3049.,Krypton Industri,https://www.screener.in/company/523550/,523550,62.31,55.85,91.60,1.60,0.49,32.43,10.89,55.57,8.47
3050.,Divyadhan Recy.,https://www.screener.in/company/id/1285009/,id,,38.47,91.56,,,,,,24.03
3051.,Kaizen Agro,https://www.screener.in/company/538833/,538833,17.73,217.05,91.16,0.00,-0.16,55.56,1.02,-58.37,0.19
3052.,East WestFreight,https://www.screener.in/company/540006/consolidated/,540006,7.14,13.05,91.09,0.00,0.70,1966.67,92.73,69.00,8.32
3053.,Aplab,https://www.screener.in/company/517096/,517096,82.10,60.70,91.05,0.00,0.10,400.00,9.93,9.00,14.67
3054.,Alkosign,https://www.screener.in/company/543453/,543453,126.50,123.00,91.02,0.00,2.03,,15.12,,6.06
3055.,Kemistar Corp.,https://www.screener.in/company/531163/consolidated/,531163,84.55,154.19,90.97,0.59,0.13,85.71,3.62,73.21,4.34
3056.,Kay Power &Paper,https://www.screener.in/company/530255/,530255,41.45,59.83,90.94,0.00,0.04,300.00,10.14,33.95,4.81
3057.,Aro Granite Inds,https://www.screener.in/company/AROGRANITE/,AROGRANITE,59.34,57.46,90.79,0.00,0.75,-43.18,37.55,-26.99,5.03
3058.,Perfectpac,https://www.screener.in/company/526435/,526435,135.60,25.37,90.30,0.74,0.77,-35.29,28.33,18.14,15.53
3059.,Cranex,https://www.screener.in/company/522001/,522001,150.45,57.13,90.27,0.00,0.20,33.33,8.91,-0.45,10.10
3060.,ARCL Organics,https://www.screener.in/company/543993/consolidated/,543993,112.70,7.01,90.16,0.00,2.77,41.33,59.93,44.13,20.94
3061.,Le Lavoir,https://www.screener.in/company/539814/,539814,278.05,81.16,90.09,0.00,0.27,42.11,0.36,-21.74,26.64
3062.,Crop Life Scienc,https://www.screener.in/company/CLSL/consolidated/,CLSL,52.55,15.94,90.07,0.00,,,,,12.29
3063.,Balkrishna Paper,https://www.screener.in/company/BALKRISHNA/,BALKRISHNA,27.94,18.95,90.02,0.00,6.14,63.03,0.38,-70.77,-29.22
3064.,Restile Ceramics,https://www.screener.in/company/515085/,515085,9.14,,89.83,0.00,-0.24,14.29,0.51,200.00,-12.06
3065.,Banas Finance,https://www.screener.in/company/509053/,509053,10.00,,89.58,0.00,-7.25,-221.85,6.07,-44.92,21.18
3066.,Agro Phos India,https://www.screener.in/company/AGROPHOS/,AGROPHOS,44.05,,89.31,0.00,-0.19,-104.79,23.92,-53.91,-4.90
3067.,Press. Senstive,https://www.screener.in/company/526773/consolidated/,526773,6.02,0.86,89.31,0.00,0.00,-100.00,1.15,-98.80,113.96
3068.,Sharika Enterpr.,https://www.screener.in/company/540786/consolidated/,540786,20.60,61.10,89.20,0.00,-2.48,-2.90,17.98,37.78,2.17
3069.,Innovative Tech,https://www.screener.in/company/523840/,523840,39.65,38.56,89.07,0.00,1.51,52.53,34.12,-10.02,9.72
3070.,Minal Industries,https://www.screener.in/company/522235/consolidated/,522235,4.63,31.18,88.85,0.00,0.40,144.05,12.31,112.61,3.53
3071.,Prolife Indust.,https://www.screener.in/company/PROLIFE/,PROLIFE,217.00,10.14,88.84,0.23,3.80,,26.96,,30.83
3072.,Ceejay Finance,https://www.screener.in/company/530789/,530789,257.25,13.63,88.75,0.47,1.79,-3.24,5.37,12.58,12.46
3073.,Shine Fashions,https://www.screener.in/company/543244/consolidated/,543244,317.00,22.69,88.70,0.00,2.39,,33.85,,53.98
3074.,Real Eco-Energy,https://www.screener.in/company/530053/,530053,44.25,491.67,88.50,0.00,-0.05,0.00,0.00,-100.00,2.47
3075.,Superior Indus.,https://www.screener.in/company/519234/consolidated/,519234,63.89,15.69,88.49,0.00,1.64,20.00,19.38,-3.34,6.64
3076.,SVP Global,https://www.screener.in/company/SVPGLOB/consolidated/,SVPGLOB,6.99,,88.42,0.00,-106.96,-63.89,50.19,-34.81,-4.24
3077.,Krishna Vent.,https://www.screener.in/company/504392/,504392,81.85,,88.40,0.00,-0.25,-457.14,0.08,-88.89,-4.01
3078.,Shivam,https://www.screener.in/company/544165/consolidated/,544165,52.00,74.86,88.33,0.00,0.72,,82.30,,9.25
3079.,Keerthi Indus,https://www.screener.in/company/518011/,518011,110.10,,88.30,0.00,-5.48,-27.44,37.47,-35.65,-11.25
3080.,Deem Roll,https://www.screener.in/company/DEEM/,DEEM,105.50,11.26,87.96,0.00,4.04,,50.76,,14.15
3081.,Crestchem,https://www.screener.in/company/526269/,526269,293.00,35.02,87.90,0.17,0.60,150.00,5.25,38.89,78.17
3082.,Dharni Capital,https://www.screener.in/company/543753/,543753,43.10,29.86,87.79,0.00,1.35,,3.41,,25.02
3083.,Nova Iron &Steel,https://www.screener.in/company/513566/,513566,24.29,,87.78,0.00,4.49,198.35,125.10,-31.42,-14.35
3084.,Mahickra Chem.,https://www.screener.in/company/MAHICKRA/,MAHICKRA,108.00,81.98,87.72,0.28,0.59,,35.45,,5.96
3085.,Service Care Ltd,https://www.screener.in/company/SERVICE/,SERVICE,76.15,20.08,87.56,1.31,2.66,,103.65,,19.01
3086.,Riddhi Steel,https://www.screener.in/company/540082/,540082,105.43,18.21,87.40,0.00,2.34,,173.95,,10.00
3087.,Getalong Enterp.,https://www.screener.in/company/543372/,543372,434.00,68.89,86.80,0.00,-2.25,,1.37,,32.49
3088.,Odyssey Corpn.,https://www.screener.in/company/531996/consolidated/,531996,22.03,98.62,86.79,0.00,0.41,-77.65,1.06,-87.40,4.61
3089.,Radiowalla,https://www.screener.in/company/RADIOWALLA/consolidated/,RADIOWALLA,123.10,56.34,86.76,0.00,0.60,,7.96,,36.82
3090.,Agni Green,https://www.screener.in/company/AGNI/,AGNI,44.40,262.82,86.73,0.00,0.27,,21.01,,5.34
3091.,Victoria Mills,https://www.screener.in/company/503349/,503349,8755.00,,86.67,0.57,1.10,-45.81,14.20,-16.47,-0.15
3092.,Avi Ansh,https://www.screener.in/company/id/1284999/,id,,26.18,86.67,,,,,,12.76
3093.,Valencia Nutrit.,https://www.screener.in/company/542910/,542910,62.00,,86.57,,-0.84,,0.69,,-56.13
3094.,Gujarat Hotels,https://www.screener.in/company/507960/,507960,228.10,18.32,86.45,1.10,1.25,-0.79,0.68,4.62,13.88
3095.,Landmarc Leisur.,https://www.screener.in/company/532275/,532275,1.08,,86.40,0.00,-0.14,26.32,0.01,-90.00,-1.96
3096.,Reliable Data,https://www.screener.in/company/RELIABLE/consolidated/,RELIABLE,83.72,17.69,86.40,0.04,1.45,31.96,20.46,57.75,10.87
3097.,Karma Energy Ltd,https://www.screener.in/company/KARMAENG/,KARMAENG,74.62,146.34,86.34,0.00,0.93,158.62,2.40,-31.62,2.44
3098.,Welcast Steels,https://www.screener.in/company/504988/,504988,1345.00,21.05,86.08,0.19,-0.58,-198.31,24.39,25.98,17.32
3099.,F Mec Intl. Fin.,https://www.screener.in/company/539552/,539552,96.72,84.31,86.00,0.00,0.34,161.54,1.46,305.56,11.60
3100.,MKP Mobility,https://www.screener.in/company/521244/,521244,252.10,61.42,85.99,0.00,0.65,75.68,6.59,134.52,13.64
3101.,Achyut Healthcar,https://www.screener.in/company/543499/,543499,51.00,150.54,85.81,0.00,0.31,,4.65,,3.27
3102.,Riddhi Corporate,https://www.screener.in/company/540590/,540590,72.30,16.99,85.80,1.36,1.59,-5.36,55.76,18.39,9.07
3103.,Hariyana Ship,https://www.screener.in/company/526931/,526931,139.00,12.38,85.76,0.00,0.23,106.63,0.22,-99.61,3.92
3104.,Alfa Transformer,https://www.screener.in/company/517546/,517546,93.60,13.93,85.65,0.00,-0.25,-120.33,8.12,-34.41,11.50
3105.,Everlon Fin.,https://www.screener.in/company/514358/,514358,138.10,9.48,85.62,0.00,1.98,112.90,4.53,212.41,61.46
3106.,IFL Enterprises,https://www.screener.in/company/540377/consolidated/,540377,1.14,158.41,85.54,0.01,0.03,-91.18,15.30,551.06,5.06
3107.,Futuristic Solu,https://www.screener.in/company/534063/,534063,81.44,62.24,85.27,1.23,-0.07,-250.00,0.00,,13.21
3108.,My Money Sec.,https://www.screener.in/company/538862/,538862,50.61,6.82,85.03,0.00,10.41,51950.00,14.70,7636.84,12.01
3109.,Marble City,https://www.screener.in/company/531281/,531281,71.09,,84.93,0.00,-2.53,-1505.56,6.21,-62.13,6.31
3110.,Biogen Pharma,https://www.screener.in/company/531752/,531752,1.30,62.38,84.84,0.00,-0.16,-139.02,-0.09,-112.00,0.65
3111.,NCL Res. & Finl.,https://www.screener.in/company/530557/,530557,0.79,,84.56,0.00,-2.16,-550.00,1.38,27.78,1.77
3112.,Share,https://www.screener.in/company/544251/,544251,68.75,22.38,84.36,0.00,,,,,66.45
